frequency,amplitude,duration,label,class,timestamp
2.636424704863906,0.5032094167515431,0.7497730300471713,0,Bird,2025-02-15 16:52:25.075093
9.9243481209775,0.5685821806899978,0.9684956860207374,0,Bird,2025-02-08 21:05:25.116853
6.316783492177583,0.3879350756788693,1.1696621151437019,0,Bird,2025-02-09 15:27:25.115175
10.93336822415097,0.9751260821155865,1.1158937057156888,1,Drone,2025-02-14 01:37:25.080031
8.387812879276025,0.9979942772639213,0.9949858672097671,1,Drone,2025-02-10 08:49:25.113884
12.464916118425373,0.3533552602308939,0.4031512418608334,1,Drone,2025-02-11 07:40:25.110043
9.291767609916779,0.09372486605971642,1.864229350512025,0,Bird,2025-02-13 07:03:25.082032
9.471510360161181,0.7154509636491239,0.2864405335150917,0,Bird,2025-02-11 05:55:25.110043
7.231188755389727,0.18717860898849026,1.7086009012568288,0,Bird,2025-02-12 21:06:25.083217
8.597910927575288,0.5157361883740449,0.6908899338227119,0,Bird,2025-02-13 00:02:25.083217
5.375174366934317,0.8479241622784109,0.7964242033770165,0,Bird,2025-02-13 04:31:25.082032
12.445940478079184,0.22702833659429078,0.24419085325473316,1,Drone,2025-02-15 00:22:25.078006
7.0770775380583375,0.23704150891868003,1.5913847621206796,0,Bird,2025-02-11 18:55:25.109031
9.499370010927066,0.894990544665168,0.6465152366896363,1,Drone,2025-02-12 01:53:25.095142
1.659210436966511,0.5678905483054052,0.9362842995573212,0,Bird,2025-02-10 09:34:25.113884
9.357675059038547,0.9541537271191779,1.1766287648729175,0,Bird,2025-02-13 03:01:25.082032
11.37425465084625,0.3643703049867659,0.8121072025387939,1,Drone,2025-02-13 21:11:25.081030
5.681580268293825,0.33388730786509513,0.8147799893141232,1,Drone,2025-02-13 05:50:25.082032
8.511146112300649,0.7481102411599355,0.443406582424521,0,Bird,2025-02-13 03:05:25.082032
4.042759684296352,0.48901738034659425,0.41055710706376125,0,Bird,2025-02-12 17:49:25.083217
10.447909192439155,0.6442824218689269,1.5087812223352257,1,Drone,2025-02-10 01:56:25.113884
9.376050300061586,0.2672072767565691,0.7265308753467544,0,Bird,2025-02-11 20:22:25.105466
10.103190338610037,0.31533253733173494,-0.037069136742733155,1,Drone,2025-02-09 10:57:25.115175
8.494722387156,0.7641907967010033,1.3217440248494723,1,Drone,2025-02-09 17:58:25.115175
7.224790617759863,0.9112451557542998,0.8278979170040409,0,Bird,2025-02-11 20:54:25.104272
4.534616028018048,0.4479420112823861,0.4762625583782337,0,Bird,2025-02-09 10:03:25.115175
7.397821698174494,0.8184743566160864,1.4770774432238962,1,Drone,2025-02-09 14:56:25.115175
3.3284047793989684,0.7125779432472608,0.8519261500433766,0,Bird,2025-02-13 13:22:25.081030
6.836807431300082,0.9804616351098306,0.1391650017881429,0,Bird,2025-02-09 05:48:25.116853
6.17496217166212,1.292556183890976,1.2304096098521042,1,Drone,2025-02-14 12:36:25.079032
2.6329451292606425,0.5941046382754251,0.9825046768629427,0,Bird,2025-02-14 15:28:25.079032
8.39961898134781,0.7359844887570796,0.49740909852130366,0,Bird,2025-02-13 20:50:25.081030
6.968884128284551,0.6264842047306846,1.4089301480085745,1,Drone,2025-02-14 10:30:25.079032
2.3515210073533748,0.8182120013704631,1.3714876094159545,0,Bird,2025-02-14 11:16:25.079032
8.544072974380313,0.3604209643147549,1.7230627399241396,1,Drone,2025-02-11 20:33:25.105466
4.220570427773799,0.5141881809210113,1.023050943729499,0,Bird,2025-02-10 05:58:25.113884
1.910490576517929,0.8756993729425655,1.7922347936687342,0,Bird,2025-02-11 12:37:25.110043
10.926709316000562,0.4780087136241651,0.3778123784075978,1,Drone,2025-02-09 14:08:25.115175
3.6261834469690695,0.08595114900702999,0.1287083331429597,1,Drone,2025-02-09 16:02:25.115175
2.9079464922879223,0.5392305273364831,0.32117460428315703,0,Bird,2025-02-13 20:48:25.081030
9.052857883112456,0.15883769538201564,1.308829148120097,0,Bird,2025-02-10 10:33:25.113884
5.7195124239482205,0.10814594233719865,0.9150353538048511,0,Bird,2025-02-15 02:44:25.078006
11.146860558426233,0.9745756239736003,0.11853833352528384,1,Drone,2025-02-09 07:37:25.115175
3.8349731515525796,0.9810264180065185,0.8257776419677867,1,Drone,2025-02-14 00:48:25.080031
8.862566758634937,0.9322678388381672,1.3072839079571656,0,Bird,2025-02-12 19:32:25.083217
3.844911803922735,0.6844326895815988,1.467809309130929,0,Bird,2025-02-12 07:36:25.084214
3.873270628125173,0.6592538140198219,-0.13445408956705052,1,Drone,2025-02-10 08:07:25.113884
6.66554048694499,0.6145565527726129,1.9588292051790244,1,Drone,2025-02-14 17:29:25.079032
2.6132793016535265,0.18976355814601087,1.2136035240807235,0,Bird,2025-02-13 11:34:25.082032
4.373424319149979,0.8688707955393863,1.9461359460700502,0,Bird,2025-02-12 10:08:25.084214
12.790581494783037,0.4877362271702077,0.283154926516855,1,Drone,2025-02-15 14:21:25.076612
1.7571489603344457,0.09349236158398977,0.7612780338527074,0,Bird,2025-02-12 23:24:25.083217
10.4888943903722,0.9080469777846942,1.016964302004557,1,Drone,2025-02-09 23:12:25.113884
9.362137328647261,0.9253071802134776,-0.16187441969211386,1,Drone,2025-02-09 21:11:25.115175
2.1615738505887703,0.6354046359596334,1.0810679973005821,1,Drone,2025-02-09 04:11:25.116853
1.0036926049525738,0.5482159106549206,0.4851279258654,0,Bird,2025-02-09 19:20:25.115175
8.246072878791985,0.9336165192303673,0.6370441811109855,0,Bird,2025-02-11 13:34:25.110043
2.1219641308294017,0.11797899943702572,0.10522689155244991,0,Bird,2025-02-15 03:34:25.078006
4.69734756010685,0.3951248847745673,0.24561196279369965,0,Bird,2025-02-11 04:54:25.111284
5.622700455357859,0.6781792934120665,0.4178410046574833,0,Bird,2025-02-09 18:41:25.115175
5.868137162208292,0.10723231637008873,0.35572438535321277,1,Drone,2025-02-12 09:18:25.084214
8.725714766587107,0.5053320333358803,0.32337743389913276,0,Bird,2025-02-15 10:30:25.076612
3.863963982095939,0.386119284397652,1.057725972890466,1,Drone,2025-02-13 19:07:25.081030
2.6030119508699503,0.11786683600613906,0.7406352730431393,1,Drone,2025-02-15 12:47:25.076612
4.707555634211745,1.221116870037097,0.9394115101532685,1,Drone,2025-02-10 06:16:25.113884
8.951182866874547,0.9895648082378068,0.7931980163527197,0,Bird,2025-02-13 23:15:25.081030
5.696676707265501,1.050364340269841,0.08440762502255877,1,Drone,2025-02-15 14:28:25.076612
8.534278090502752,0.7260907595888123,0.41368991178495873,1,Drone,2025-02-15 00:06:25.078006
9.935489185137778,0.7946621542939618,0.6564940194873885,0,Bird,2025-02-11 00:38:25.111284
5.480822624628873,0.4759759686597461,0.9444387249362921,0,Bird,2025-02-10 03:26:25.113884
7.4156962873296415,1.0024536553190084,1.7065466813762793,1,Drone,2025-02-12 11:25:25.084214
12.155157287337737,1.096783820975621,0.8844846070413432,1,Drone,2025-02-10 04:56:25.113884
9.90246113085364,1.0361358873991762,1.4142808430054823,1,Drone,2025-02-14 15:24:25.079032
3.352289957890482,1.0544085641785763,-0.00797309030862614,1,Drone,2025-02-13 07:06:25.082032
10.51017198010899,0.34223775824976466,1.1611841636939784,1,Drone,2025-02-10 22:47:25.111284
1.5583727526089888,0.9356551294095445,0.5389497341041566,0,Bird,2025-02-12 16:06:25.084214
3.5999644501824912,0.41752280610753034,1.3498129035489237,0,Bird,2025-02-13 17:53:25.081030
1.0897231126106663,0.4271811624083718,1.0543071838191789,0,Bird,2025-02-11 04:43:25.111284
7.0033570924509885,1.0444332174878903,0.05783781209913691,1,Drone,2025-02-11 12:25:25.110043
1.8526211504415895,0.7783991064702669,1.6408107064242468,1,Drone,2025-02-13 10:16:25.082032
2.1414162029537693,0.7979313675113155,0.5786582036776206,0,Bird,2025-02-12 17:48:25.083217
10.001569437590309,0.4974406696813867,0.6613777837987629,1,Drone,2025-02-12 13:12:25.084214
3.8343990471303924,0.009094180302419264,0.9086102842685663,0,Bird,2025-02-10 04:25:25.113884
3.036451870028676,0.5629815045152657,0.411528025754342,0,Bird,2025-02-12 21:07:25.083217
4.1497885805882575,1.2071769040240201,1.6815795798337356,1,Drone,2025-02-13 21:39:25.081030
8.502796094276551,0.40826677392642585,0.505685131842392,0,Bird,2025-02-13 00:47:25.083217
8.701264844537855,0.09058535754610175,1.5920083659168844,0,Bird,2025-02-14 03:42:25.080031
6.23953414158646,0.15345683210816208,0.784872835502828,0,Bird,2025-02-14 21:15:25.078006
2.0178976548144023,0.8398580033995856,0.9634262464920905,0,Bird,2025-02-09 21:37:25.115175
7.68999622209091,0.861966756157108,0.12735766781235708,0,Bird,2025-02-09 15:35:25.115175
3.536425029659248,0.348505799831591,0.17099475426336108,0,Bird,2025-02-12 00:56:25.095142
9.05871440074797,0.27111176193542963,1.8842095517016293,0,Bird,2025-02-08 21:15:25.116853
2.5265106211719255,0.9266965399187824,1.2091996849939295,1,Drone,2025-02-10 06:17:25.113884
3.882168390167277,0.4857481443259215,0.19621443257435733,1,Drone,2025-02-10 04:03:25.113884
3.9714035528404397,0.9260813467869188,0.40875979651244654,0,Bird,2025-02-12 09:17:25.084214
8.46945633891199,0.5349047841897949,1.6702426771220624,0,Bird,2025-02-11 15:13:25.110043
7.710338165682014,0.3047712269890575,0.17572696897367346,1,Drone,2025-02-09 21:43:25.115175
12.23015892442557,0.6127886169293448,1.2158858546197804,1,Drone,2025-02-11 04:05:25.111284
6.949677576782199,0.4182806978493071,1.7316203291091086,1,Drone,2025-02-10 12:47:25.112686
4.384485298965741,0.5047688608684433,0.6873642021920936,1,Drone,2025-02-12 07:43:25.084214
9.478703565571124,0.8146128813143372,1.391156517595918,1,Drone,2025-02-13 18:51:25.081030
5.061727454233278,0.8396688984519841,-0.033738885787633455,1,Drone,2025-02-11 07:21:25.110043
6.91477895476056,0.6300938494554116,0.8444214647568572,0,Bird,2025-02-09 13:39:25.115175
2.0814333286205975,0.7322402502058891,1.8731497133557016,0,Bird,2025-02-10 10:43:25.112686
9.029326990213251,0.7949544645991818,-0.04275148797836109,1,Drone,2025-02-14 13:50:25.079032
3.7295730176435464,0.6245586359173945,1.215071604413842,0,Bird,2025-02-13 01:11:25.083217
9.987555872479462,0.788144013967911,0.6894801038759324,0,Bird,2025-02-09 04:35:25.116853
10.631529009623543,0.3166136123408821,0.7569671564658268,1,Drone,2025-02-15 09:09:25.076612
6.930116259173714,0.9370546335657753,0.33711618477369754,0,Bird,2025-02-11 11:10:25.110043
14.406027962403417,0.9341130671093898,1.1934715627378862,1,Drone,2025-02-15 08:58:25.076612
10.542735928725214,1.085892635391791,1.293011412674699,1,Drone,2025-02-09 13:12:25.115175
4.194447687942034,0.6506713025661555,1.0126969523377933,1,Drone,2025-02-10 15:00:25.112686
9.705953002181229,0.758555228466791,1.8331843472473717,0,Bird,2025-02-11 04:04:25.111284
3.539683672238801,0.31694528863558546,0.8119908255609307,0,Bird,2025-02-14 07:47:25.080031
4.606438856517173,0.8961690365330892,-0.14836151495199612,1,Drone,2025-02-11 00:03:25.111284
5.787196271931722,0.06314920190686346,1.5109043244060993,0,Bird,2025-02-08 19:42:25.116853
6.972644280684818,0.7939673961386897,1.5830129809757194,1,Drone,2025-02-14 07:43:25.080031
7.842320750158457,1.1668925278148548,0.7682113447720257,1,Drone,2025-02-09 12:24:25.115175
1.4037450186494531,0.15118291933725425,0.7037713125507133,0,Bird,2025-02-11 13:52:25.110043
4.8536573348558285,0.16007410548673062,1.0989210367809952,0,Bird,2025-02-15 13:00:25.076612
2.6032835276654303,0.6894195172700418,0.8228938566861558,1,Drone,2025-02-13 03:16:25.082032
8.618630295020637,0.29318077509486656,1.3751241901747373,1,Drone,2025-02-13 02:20:25.083217
6.640780136880981,0.9168232920234202,1.674704240070372,0,Bird,2025-02-11 16:50:25.109031
6.194722421727576,1.077244364453641,0.10767456397594682,1,Drone,2025-02-12 17:08:25.083217
9.608413847813337,0.9705443531625249,1.3597460673053885,1,Drone,2025-02-14 03:08:25.080031
5.388140743060458,0.9792482787019853,1.6195937637742017,0,Bird,2025-02-14 07:37:25.080031
6.1940537414911585,0.9419105448514798,0.7740267782979257,0,Bird,2025-02-12 13:45:25.084214
10.094663624829257,0.24836383768500275,0.5388856044744119,1,Drone,2025-02-11 04:38:25.111284
10.08891134344037,1.3824728239497173,0.956600272202937,1,Drone,2025-02-14 10:39:25.079032
10.35018688911267,0.5079195701453589,1.3252067760397837,1,Drone,2025-02-09 09:55:25.115175
5.7355219510256035,0.9601005942145149,-0.08357109219237557,1,Drone,2025-02-10 12:25:25.112686
8.438959667723179,0.28102792627020245,1.4715012245349557,0,Bird,2025-02-13 02:03:25.083217
12.132263517276275,0.9120899623649608,0.3675405263361148,1,Drone,2025-02-10 08:10:25.113884
13.139167881631254,0.999886118472388,0.38266473188512357,1,Drone,2025-02-14 13:24:25.079032
7.577833111985443,0.9564981247770985,0.6660868715851742,0,Bird,2025-02-12 14:57:25.084214
9.639639358319329,0.4425505180197033,0.32251392425607367,1,Drone,2025-02-11 17:17:25.109031
8.91853973147321,0.9994590671864021,0.460870167675387,0,Bird,2025-02-12 03:21:25.094048
8.43299403784133,0.5836122161410496,1.4357123173870927,0,Bird,2025-02-10 23:56:25.111284
8.167965053711296,0.45200828798708115,0.14605142891192835,0,Bird,2025-02-12 08:36:25.084214
1.2134472427521155,0.04511099552039388,1.3278247028668908,0,Bird,2025-02-09 06:28:25.116853
9.246148396703859,0.5597005900959524,1.2202108604139439,1,Drone,2025-02-09 07:45:25.115175
8.171927448613612,0.5612048988643028,1.4160633189914658,1,Drone,2025-02-10 08:50:25.113884
7.003331714128185,0.5360563543270873,1.011658344674136,0,Bird,2025-02-10 20:30:25.112686
